product_id,product_type,apr,risk_level,annual_fee,min_income_required,description
1204,insurance,0.0055154583501963,2,25,40000,Insurance policy product providing financial protection against unexpected events.
1205,savings_account,0.0174421781486486,1,25,20000,"Savings account offering about 1.74% interest rate, ideal for low-risk savings and emergency funds."
1206,credit_card,0.2150482949756668,4,0,60000,"Credit card product with around 21.5% APR and annual fee 0 USD, designed for everyday spending."
1207,credit_card,0.2120669459746758,4,0,60000,"Credit card product with around 21.2% APR and annual fee 0 USD, designed for everyday spending."
1208,installment_loan,0.1292296622096334,3,50,20000,"Installment loan with approximately 12.9% APR and annual fee 50 USD, suitable for medium to large purchases."
1209,installment_loan,0.1480951792417145,3,0,80000,"Installment loan with approximately 14.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1210,insurance,0.0117961969386284,2,50,60000,Insurance policy product providing financial protection against unexpected events.
1211,credit_card,0.2002737614743943,4,0,20000,"Credit card product with around 20.0% APR and annual fee 0 USD, designed for everyday spending."
1212,savings_account,0.0150534847760372,1,100,60000,"Savings account offering about 1.51% interest rate, ideal for low-risk savings and emergency funds."
1213,savings_account,0.0025586236245999,1,100,40000,"Savings account offering about 0.26% interest rate, ideal for low-risk savings and emergency funds."
1214,installment_loan,0.1316682158531875,3,50,20000,"Installment loan with approximately 13.2% APR and annual fee 50 USD, suitable for medium to large purchases."
1215,insurance,0.0087853398995212,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1216,savings_account,0.0271928047881661,1,0,60000,"Savings account offering about 2.72% interest rate, ideal for low-risk savings and emergency funds."
1217,installment_loan,0.1457232995268818,3,50,20000,"Installment loan with approximately 14.6% APR and annual fee 50 USD, suitable for medium to large purchases."
1218,savings_account,0.0072599468855749,1,25,80000,"Savings account offering about 0.73% interest rate, ideal for low-risk savings and emergency funds."
1219,credit_card,0.2008769988845495,4,0,40000,"Credit card product with around 20.1% APR and annual fee 0 USD, designed for everyday spending."
1220,credit_card,0.2000323528618133,4,25,60000,"Credit card product with around 20.0% APR and annual fee 25 USD, designed for everyday spending."
1221,installment_loan,0.1432512202891172,3,0,40000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1222,savings_account,0.0362940328236861,1,50,40000,"Savings account offering about 3.63% interest rate, ideal for low-risk savings and emergency funds."
1223,installment_loan,0.1384268230231873,3,0,80000,"Installment loan with approximately 13.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1224,installment_loan,0.1658261422157615,3,0,20000,"Installment loan with approximately 16.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1225,savings_account,0.0490456611748869,1,50,40000,"Savings account offering about 4.90% interest rate, ideal for low-risk savings and emergency funds."
1226,credit_card,0.2215343693424239,4,50,80000,"Credit card product with around 22.2% APR and annual fee 50 USD, designed for everyday spending."
1227,savings_account,0.0283791625454991,1,50,20000,"Savings account offering about 2.84% interest rate, ideal for low-risk savings and emergency funds."
1228,credit_card,0.1947170376681578,4,0,80000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
1229,credit_card,0.2020697451594396,4,100,60000,"Credit card product with around 20.2% APR and annual fee 100 USD, designed for everyday spending."
1230,insurance,0.0,2,50,60000,Insurance policy product providing financial protection against unexpected events.
1231,savings_account,0.0046134841077421,1,0,80000,"Savings account offering about 0.46% interest rate, ideal for low-risk savings and emergency funds."
1232,installment_loan,0.1440067170457314,3,50,80000,"Installment loan with approximately 14.4% APR and annual fee 50 USD, suitable for medium to large purchases."
1233,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1234,savings_account,0.0182068338056879,1,25,80000,"Savings account offering about 1.82% interest rate, ideal for low-risk savings and emergency funds."
1235,savings_account,0.0091949854466998,1,50,60000,"Savings account offering about 0.92% interest rate, ideal for low-risk savings and emergency funds."
1236,installment_loan,0.154710666848073,3,25,60000,"Installment loan with approximately 15.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1237,credit_card,0.1941431707115623,4,25,80000,"Credit card product with around 19.4% APR and annual fee 25 USD, designed for everyday spending."
1238,installment_loan,0.1445550173765357,3,50,80000,"Installment loan with approximately 14.5% APR and annual fee 50 USD, suitable for medium to large purchases."
1239,insurance,0.0,2,25,80000,Insurance policy product providing financial protection against unexpected events.
1240,installment_loan,0.1361357351212329,3,50,40000,"Installment loan with approximately 13.6% APR and annual fee 50 USD, suitable for medium to large purchases."
1241,savings_account,0.0089769001343561,1,25,80000,"Savings account offering about 0.90% interest rate, ideal for low-risk savings and emergency funds."
1242,insurance,0.0,2,25,80000,Insurance policy product providing financial protection against unexpected events.
1243,installment_loan,0.1322558819053572,3,0,20000,"Installment loan with approximately 13.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1244,installment_loan,0.1521890093539504,3,25,80000,"Installment loan with approximately 15.2% APR and annual fee 25 USD, suitable for medium to large purchases."
1245,savings_account,0.0198878781849203,1,0,60000,"Savings account offering about 1.99% interest rate, ideal for low-risk savings and emergency funds."
1246,credit_card,0.2009676319255394,4,25,60000,"Credit card product with around 20.1% APR and annual fee 25 USD, designed for everyday spending."
1247,credit_card,0.1878911526478823,4,0,60000,"Credit card product with around 18.8% APR and annual fee 0 USD, designed for everyday spending."
1248,credit_card,0.218164037775396,4,0,80000,"Credit card product with around 21.8% APR and annual fee 0 USD, designed for everyday spending."
1249,credit_card,0.2034487433861004,4,0,40000,"Credit card product with around 20.3% APR and annual fee 0 USD, designed for everyday spending."
1250,installment_loan,0.1544645089622297,3,0,80000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
1251,savings_account,0.0141257732136243,1,0,40000,"Savings account offering about 1.41% interest rate, ideal for low-risk savings and emergency funds."
1252,insurance,0.0048635324422558,2,25,60000,Insurance policy product providing financial protection against unexpected events.
1253,savings_account,0.0169615501008646,1,25,80000,"Savings account offering about 1.70% interest rate, ideal for low-risk savings and emergency funds."
1254,credit_card,0.2146799832972817,4,25,60000,"Credit card product with around 21.5% APR and annual fee 25 USD, designed for everyday spending."
1255,credit_card,0.1808897957996963,4,0,80000,"Credit card product with around 18.1% APR and annual fee 0 USD, designed for everyday spending."
1256,savings_account,0.0219958894240291,1,0,60000,"Savings account offering about 2.20% interest rate, ideal for low-risk savings and emergency funds."
1257,installment_loan,0.1487967932321529,3,50,20000,"Installment loan with approximately 14.9% APR and annual fee 50 USD, suitable for medium to large purchases."
1258,installment_loan,0.1556543175528118,3,25,20000,"Installment loan with approximately 15.6% APR and annual fee 25 USD, suitable for medium to large purchases."
1259,credit_card,0.2154289239057342,4,50,60000,"Credit card product with around 21.5% APR and annual fee 50 USD, designed for everyday spending."
1260,credit_card,0.21196389468168,4,50,60000,"Credit card product with around 21.2% APR and annual fee 50 USD, designed for everyday spending."
1261,installment_loan,0.1510921096064903,3,100,40000,"Installment loan with approximately 15.1% APR and annual fee 100 USD, suitable for medium to large purchases."
1262,installment_loan,0.1525127835173798,3,0,40000,"Installment loan with approximately 15.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1263,credit_card,0.1778121286690744,4,0,80000,"Credit card product with around 17.8% APR and annual fee 0 USD, designed for everyday spending."
1264,savings_account,0.0203572380532621,1,100,60000,"Savings account offering about 2.04% interest rate, ideal for low-risk savings and emergency funds."
1265,credit_card,0.2172301260006262,4,0,60000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
1266,installment_loan,0.1494618456875003,3,50,20000,"Installment loan with approximately 14.9% APR and annual fee 50 USD, suitable for medium to large purchases."
1267,credit_card,0.1931484058605463,4,0,60000,"Credit card product with around 19.3% APR and annual fee 0 USD, designed for everyday spending."
1268,insurance,0.0,2,50,40000,Insurance policy product providing financial protection against unexpected events.
1269,savings_account,0.01706095109762,1,25,60000,"Savings account offering about 1.71% interest rate, ideal for low-risk savings and emergency funds."
